Symbol,Title,Date,Link,Source,Comments
None,Singapore stocks rise at Tuesday's open; STI up 0.1%,15/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-tuesdays-open-sti-up-01,The Business Times,
None,"Singapore stocks fall on Monday, tracking regional declines; STI down 0.2%",14/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-on-monday-tracking-regional-declines-sti-down-02,The Business Times,
None,Singapore stocks fall at Monday's open; STI down 0.6%,14/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-mondays-open-sti-down-06,The Business Times,
None,Local stocks end week flat as US January inflation figures spook traders,11/02/2022,https://www.businesstimes.com.sg/stocks/local-stocks-end-week-flat-as-us-january-inflation-figures-spook-traders,The Business Times,
None,Singapore stocks fall at Friday's open; STI down 0.3%,11/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-fridays-open-sti-down-03-0,The Business Times,
None,"Singapore shares end Thursday in the black, STI up 0.2%",10/02/2022,https://www.businesstimes.com.sg/stocks/singapore-shares-end-thursday-in-the-black-sti-up-02,The Business Times,
None,Singapore stocks rise at Thursday's open; STI climbs 0.1%,10/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-thursdays-open-sti-climbs-01,The Business Times,
None,"Singapore stocks end midweek trading day in the black, STI up 0.5%",09/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-end-midweek-trading-day-in-the-black-sti-up-05,The Business Times,
None,Singapore stocks rise at Wednesday's open; STI edge up 0.03%,09/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-wednesdays-open-sti-edge-up-003,The Business Times,
None,"Singapore stocks book gains for second consecutive trading day, STI up 1.1%",08/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-book-gains-for-second-consecutive-trading-day-sti-up-11,The Business Times,
None,Singapore shares rise at Tuesday's open; STI up 0.4%,08/02/2022,https://www.businesstimes.com.sg/stocks/singapore-shares-rise-at-tuesdays-open-sti-up-04-0,The Business Times,
None,"Local stocks kick off week in the black, STI advances 1%",07/02/2022,https://www.businesstimes.com.sg/stocks/local-stocks-kick-off-week-in-the-black-sti-advances-1,The Business Times,
None,Singapore shares rise at Monday's open; STI up 0.2%,07/02/2022,https://www.businesstimes.com.sg/stocks/singapore-shares-rise-at-mondays-open-sti-up-02,The Business Times,
None,Singapore stocks track regional peers to close higher; STI up 0.5%,04/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-track-regional-peers-to-close-higher-sti-up-05,The Business Times,
None,Singapore stocks rise at Friday's open; STI up 0.1%,04/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-fridays-open-sti-up-01-2,The Business Times,
None,"Upbeat Wall Street sends STI to 30-month high at 3,315.99 points",03/02/2022,https://www.businesstimes.com.sg/stocks/upbeat-wall-street-sends-sti-to-30-month-high-at-331599-points,The Business Times,
None,Singapore stocks open higher on Thursday; STI up 1.8%,03/02/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-open-higher-on-thursday-sti-up-18,The Business Times,
None,"Singapore market cap largely flat in January, banks remain resilient",03/02/2022,https://www.businesstimes.com.sg/companies-markets/singapore-market-cap-largely-flat-in-january-banks-remain-resilient,The Business Times,
None,STI flattish with 0.1% rise on muted trading on Chinese New Year eve,31/01/2022,https://www.businesstimes.com.sg/stocks/sti-flattish-with-01-rise-on-muted-trading-on-chinese-new-year-eve,The Business Times,
None,Singapore stocks rise at Monday's open; STI up 0.3%,31/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-mondays-open-sti-up-03-3,The Business Times,
None,STI down 0.42%; Asian markets end mixed,28/01/2022,https://www.businesstimes.com.sg/stocks/sti-down-042-asian-markets-end-mixed,The Business Times,
None,Singapore equities rise at Friday's open; STI up 0.1%,28/01/2022,https://www.businesstimes.com.sg/stocks/singapore-equities-rise-at-fridays-open-sti-up-01,The Business Times,
None,"Asia markets tumble on Fed signal towards March rate hike, STI down 0.35%",27/01/2022,https://www.businesstimes.com.sg/stocks/asia-markets-tumble-on-fed-signal-towards-march-rate-hike-sti-down-035,The Business Times,
None,Singapore stocks fall at Thursday's open; STI down 0.4%,27/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-thursdays-open-sti-down-04-2,The Business Times,
None,STI up 0.7%; Asian markets mixed ahead of Fed meeting outcome,26/01/2022,https://www.businesstimes.com.sg/stocks/sti-up-07-asian-markets-mixed-ahead-of-fed-meeting-outcome,The Business Times,
None,Singapore equities open higher on Wednesday; STI rises 0.2%,26/01/2022,https://www.businesstimes.com.sg/stocks/singapore-equities-open-higher-on-wednesday-sti-rises-02,The Business Times,
None,"Asia stocks extend losses on fears over Fed rate hike, Ukraine tensions; STI down 1%",25/01/2022,https://www.businesstimes.com.sg/stocks/asia-stocks-extend-losses-on-fears-over-fed-rate-hike-ukraine-tensions-sti-down-1,The Business Times,
None,Singapore stocks open lower on Tuesday; STI down 0.6%,25/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-open-lower-on-tuesday-sti-down-06-0,The Business Times,
None,"Asian markets down; STI sheds 0.35% to 3,283.35 points",24/01/2022,https://www.businesstimes.com.sg/stocks/asian-markets-down-sti-sheds-035-to-328335-points,The Business Times,
None,Singapore equities open lower on Monday; STI down 0.8%,24/01/2022,https://www.businesstimes.com.sg/stocks/singapore-equities-open-lower-on-monday-sti-down-08,The Business Times,
None,"STI tracks Wall Street weakness, closes flat on Friday",21/01/2022,https://www.businesstimes.com.sg/stocks/sti-tracks-wall-street-weakness-closes-flat-on-friday,The Business Times,
None,Singapore stocks fall at Friday's open; STI down 0.04%,21/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-fridays-open-sti-down-004,The Business Times,
None,STI climbs 0.3 per cent on upbeat Wall Street earnings,20/01/2022,https://www.businesstimes.com.sg/stocks/sti-climbs-03-per-cent-on-upbeat-wall-street-earnings,The Business Times,
None,Singapore stocks fall at Thursday's open; STI down 0.2%,20/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-thursdays-open-sti-down-02,The Business Times,
None,Asian markets weaken due to fears of hawkish Fed; Singapore stocks close flat,19/01/2022,https://www.businesstimes.com.sg/stocks/asian-markets-weaken-due-to-fears-of-hawkish-fed-singapore-stocks-close-flat,The Business Times,
None,Singapore stocks rise at Wednesday's open; STI up 0.3%,19/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-wednesdays-open-sti-up-03-0,The Business Times,
None,"STI snaps 8-day rally with 0.2% decline to 3,280.04 points",18/01/2022,https://www.businesstimes.com.sg/stocks/sti-snaps-8-day-rally-with-02-decline-to-328004-points,The Business Times,
None,Singapore stocks rise at Tuesday's open; STI up 0.3%,18/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-tuesdays-open-sti-up-03-2,The Business Times,
None,Singapore shares edges up 0.2% as attention turns to Chinese economic data,17/01/2022,https://www.businesstimes.com.sg/stocks/singapore-shares-edges-up-02-as-attention-turns-to-chinese-economic-data,The Business Times,
None,Singapore stocks rise at Monday's open; STI up 0.3%,17/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-mondays-open-sti-up-03-2,The Business Times,
None,Singapore stocks rise at Friday's open; STI up 0.2%,14/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-fridays-open-sti-up-02-0,The Business Times,
None,SGX securities turnover value down 20% to S$19.6b in December 2021,14/01/2022,https://www.businesstimes.com.sg/companies-markets/sgx-securities-turnover-value-down-20-to-s196b-in-december-2021,The Business Times,
None,Singapore stocks rise at Thursday's open; STI up 0.06%,13/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-thursdays-open-sti-up-006,The Business Times,
None,Singapore stocks rise at Wednesday's open; STI up 0.4%,12/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-wednesdays-open-sti-up-04-0,The Business Times,
None,Singapore stocks rise at Tuesday's open; STI up 0.3%,11/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-tuesdays-open-sti-up-03-1,The Business Times,
None,Singapore stocks rise at Monday's open; STI up 0.4%,10/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-mondays-open-sti-up-04-1,The Business Times,
None,"STI up 0.66%, buoyed by banking stocks",07/01/2022,https://www.businesstimes.com.sg/stocks/sti-up-066-buoyed-by-banking-stocks,The Business Times,
None,Singapore stocks rise at Friday's open; STI up 0.6%,07/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-fridays-open-sti-up-06-0,The Business Times,
None,"STI spared Asia's sell-off with 0.66 % gains to 3,184.30 points",06/01/2022,https://www.businesstimes.com.sg/stocks/sti-spared-asias-sell-off-with-066-gains-to-318430-points,The Business Times,
None,Singapore stocks open lower on Thursday; STI down 0.5%,06/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-open-lower-on-thursday-sti-down-05,The Business Times,
None,STI falls 0.56% on inflation and interest rate concerns,05/01/2022,https://www.businesstimes.com.sg/stocks/sti-falls-056-on-inflation-and-interest-rate-concerns,The Business Times,
None,"Buyback consideration by primary-listed SGX stocks tops S$1.19b in 2021, a 3-year high",05/01/2022,https://www.businesstimes.com.sg/stocks/buyback-consideration-by-primary-listed-sgx-stocks-tops-s119b-in-2021-a-3-year-high,The Business Times,
None,Singapore shares rise at Wednesday's open after mixed close on Wall Street; STI up 0.2%,05/01/2022,https://www.businesstimes.com.sg/stocks/singapore-shares-rise-at-wednesdays-open-after-mixed-close-on-wall-street-sti-up-02,The Business Times,
None,STI climbs 1.5% on Wall Street gains; DBS rises to 52-week high,04/01/2022,https://www.businesstimes.com.sg/stocks/sti-climbs-15-on-wall-street-gains-dbs-rises-to-52-week-high,The Business Times,
None,"Stocks of firms that diversified into hot sectors, crude oil plays among best performers for 2021",04/01/2022,https://www.businesstimes.com.sg/companies-markets/wealth-investing/stocks-of-firms-that-diversified-into-hot-sectors-crude-oil-plays,The Business Times,
None,"Singapore stocks open higher on Tuesday, tracking Wall Street gains; STI up 0.7%",04/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-open-higher-on-tuesday-tracking-wall-street-gains-sti-up-07-0,The Business Times,
None,STI closed 0.34% higher on first trading day of the year,03/01/2022,https://www.businesstimes.com.sg/stocks/sti-closed-034-higher-on-first-trading-day-of-the-year,The Business Times,
None,"Singapore's December market cap up 1.3%, led by gains from local banks",03/01/2022,https://www.businesstimes.com.sg/companies-markets/singapores-december-market-cap-up-13-led-by-gains-from-local-banks,The Business Times,
None,Singapore stocks rise at Monday's open after GDP data; STI up 0.2%,03/01/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-mondays-open-after-gdp-data-sti-up-02,The Business Times,
None,Frencken directors add stake; Wilmar leads buybacks in final 2 weeks of 2021,03/01/2022,https://www.businesstimes.com.sg/companies-markets/wealth-investing/frencken-directors-add-stake-wilmar-leads-buybacks-in-final-2,The Business Times,
None,Bullish for 2022 - and beyond,03/01/2022,https://www.businesstimes.com.sg/companies-markets/bullish-for-2022-and-beyond,The Business Times,
None,Singapore stocks edge down on Friday; STI down 0.1%,31/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-edge-down-on-friday-sti-down-01,The Business Times,
None,Singapore stocks rise at Friday's open; STI up 0.1%,31/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-fridays-open-sti-up-01-1,The Business Times,
None,Singapore stocks close lower on Thursday; STI down 0.4%,30/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-close-lower-on-thursday-sti-down-04,The Business Times,
None,Singapore stocks open lower on Thursday; STI down 0.3%,30/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-open-lower-on-thursday-sti-down-03-0,The Business Times,
None,Singapore stocks finish higher on Wednesday; STI up 0.3%,29/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-finish-higher-on-wednesday-sti-up-03,The Business Times,
None,Singapore shares edge up at Wednesday's open; STI up 0.2%,29/12/2021,https://www.businesstimes.com.sg/stocks/singapore-shares-edge-up-at-wednesdays-open-sti-up-02,The Business Times,
None,Singapore stocks ride on Santa Claus rally to close higher on Tuesday; STI up 0.8%,28/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-ride-on-santa-claus-rally-to-close-higher-on-tuesday-sti-up-08,The Business Times,
None,Singapore shares open higher on Tuesday; STI up 0.2%,28/12/2021,https://www.businesstimes.com.sg/stocks/singapore-shares-open-higher-on-tuesday-sti-up-02,The Business Times,
None,Singapore stocks dip in quiet start to week amid festive season; STI falls 0.1%,27/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-dip-in-quiet-start-to-week-amid-festive-season-sti-falls-01,The Business Times,
None,Singapore stocks open slightly lower on Monday; STI down 0.1%,27/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-open-slightly-lower-on-monday-sti-down-01-0,The Business Times,
None,Singapore shares close higher on Friday in holiday-shortened trading; STI up 0.4%,24/12/2021,https://www.businesstimes.com.sg/stocks/singapore-shares-close-higher-on-friday-in-holiday-shortened-trading-sti-up-04,The Business Times,
None,Singapore stocks rise at Friday's open; STI up 0.1%,24/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-fridays-open-sti-up-01-0,The Business Times,
None,Singapore stocks gain on Thursday amid thin trading; STI up 0.3%,23/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-gain-on-thursday-amid-thin-trading-sti-up-03,The Business Times,
None,Singapore shares inch higher on Wednesday; STI up 0.1%,22/12/2021,https://www.businesstimes.com.sg/stocks/singapore-shares-inch-higher-on-wednesday-sti-up-01,The Business Times,
None,Singapore stocks rise at Wednesday's open; STI up 0.3%,22/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-wednesdays-open-sti-up-03,The Business Times,
None,Singapore stocks rebound on Tuesday tracking regional gains; STI up 0.4%,21/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rebound-on-tuesday-tracking-regional-gains-sti-up-04,The Business Times,
None,Singapore stocks rise at Tuesday's open; STI up 0.5%,21/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-tuesdays-open-sti-up-05,The Business Times,
None,"Regional markets tumble amid global rout, Omicron fears",21/12/2021,https://www.businesstimes.com.sg/companies-markets/regional-markets-tumble-amid-global-rout-omicron-fears,The Business Times,
None,"Regional markets tumble amid global rout, Omicron fears ",20/12/2021,https://www.businesstimes.com.sg/stocks/regional-markets-tumble-amid-global-rout-omicron-fears,The Business Times,
None,STI tumbles 1.2% with regional stocks on Monday amid Omicron fears,20/12/2021,https://www.businesstimes.com.sg/stocks/sti-tumbles-12-with-regional-stocks-on-monday-amid-omicron-fears,The Business Times,
None,Singapore stocks fall at Monday's open; STI down 0.7%,20/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-mondays-open-sti-down-07,The Business Times,
None,Singapore shares finish dreary week in the red; STI down 0.6%,17/12/2021,https://www.businesstimes.com.sg/stocks/singapore-shares-finish-dreary-week-in-the-red-sti-down-06,The Business Times,
None,Singapore stocks fall at Friday's open; STI down 0.1%,17/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-fridays-open-sti-down-01,The Business Times,
None,"Singapore stocks end higher on Thursday, STI up 0.5%",16/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-end-higher-on-thursday-sti-up-05,The Business Times,
None,Singapore stocks rise at Thursday's open; STI up 0.2%,16/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-thursdays-open-sti-up-02-3,The Business Times,
None,"Local stocks close lower on Wednesday, STI down 0.2%",15/12/2021,https://www.businesstimes.com.sg/stocks/local-stocks-close-lower-on-wednesday-sti-down-02,The Business Times,
None,Singapore stocks fall at Wednesday's open; STI down 0.2%,15/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-wednesdays-open-sti-down-02-0,The Business Times,
None,Singapore stocks hold steady on Tuesday despite weakness across Asia markets,14/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-hold-steady-on-tuesday-despite-weakness-across-asia-markets,The Business Times,
None,Singapore stocks flat at Tuesday's open; STI up 0.02%,14/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-flat-at-tuesdays-open-sti-up-002,The Business Times,
None,"Singapore stocks kick off week in the red, STI down 0.5%",13/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-kick-off-week-in-the-red-sti-down-05,The Business Times,
None,Singapore stocks rise at Monday's open; STI up 0.7%,13/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-mondays-open-sti-up-07,The Business Times,
None,"STI down as investors weigh faster Fed taper, China property woes",10/12/2021,https://www.businesstimes.com.sg/stocks/sti-down-as-investors-weigh-faster-fed-taper-china-property-woes,The Business Times,
None,Singapore stocks fall at Friday's open; STI down 0.3%,10/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-fridays-open-sti-down-03,The Business Times,
None,Singapore shares and most regional peers rise as Wall Street rallies,09/12/2021,https://www.businesstimes.com.sg/stocks/singapore-shares-and-most-regional-peers-rise-as-wall-street-rallies,The Business Times,
None,"Singapore stocks rise at Thursday's open, tracking Wall Street gains; STI up 0.3%",09/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-thursdays-open-tracking-wall-street-gains-sti-up-03,The Business Times,
None,STI falls 0.16% as China's property slump stokes concern,08/12/2021,https://www.businesstimes.com.sg/stocks/sti-falls-016-as-chinas-property-slump-stokes-concern,The Business Times,
None,Singapore stocks fall at Wednesday's open; STI down 0.1%,08/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-wednesdays-open-sti-down-01-0,The Business Times,
None,STI up 0.59% as Omicron concerns ease,07/12/2021,https://www.businesstimes.com.sg/stocks/sti-up-059-as-omicron-concerns-ease,The Business Times,
None,Singapore stocks rise at Tuesday's open; STI up 0.4%,07/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-tuesdays-open-sti-up-04-0,The Business Times,
None,"STI gains 0.46% amid mixed regional showing, Omicron uncertainty",06/12/2021,https://www.businesstimes.com.sg/stocks/sti-gains-046-amid-mixed-regional-showing-omicron-uncertainty,The Business Times,
None,Singapore stocks rise at Monday's open; STI up 0.2%,06/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-rise-at-mondays-open-sti-up-02,The Business Times,
None,Singapore stocks edge up as Wall Street rallies overnight,04/12/2021,https://www.businesstimes.com.sg/companies-markets/singapore-stocks-edge-up-as-wall-street-rallies-overnight,The Business Times,
None,Singapore stocks cap off volatile week in the black; STI up 0.3%,03/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-cap-off-volatile-week-in-the-black-sti-up-03,The Business Times,
None,Singapore stocks fall at Friday's open; STI down 0.2%,03/12/2021,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-fridays-open-sti-down-02,The Business Times,
None,No change to STI constituents,02/12/2021,https://www.businesstimes.com.sg/companies-markets/no-change-to-sti-constituents-0,The Business Times,
